,Parcial1,Parcial2,Parcial3
Alumno1212,61.178248269642005,78.05265643905557,63.263506538809004
Alumno1213,55.56809407397644,57.769842921872915,51.100411536519545
Alumno1214,69.6629647769024,62.28499121883656,65.188397465271
Alumno1215,42.690275192023016,54.09051437098535,55.188215423565055
Alumno1216,95.9687031711156,82.31006219215395,88.55051377889384
Alumno1217,82.0208807306361,89.88241681146795,83.97699600688863
Alumno1218,85.3849137110914,92.3550301134783,92.94422190597302
Alumno1219,49.55876004842733,55.45784432196487,40.469946950542194
Alumno1220,77.44666555520108,66.61630457578373,79.835381520555
Alumno1221,98.62099426406853,93.79527741302506,99.1368344995615
Alumno1222,62.644314143242006,69.51144200967039,75.56559838261299
Alumno1223,78.89206535138888,65.4507244379349,78.37887669015265
Alumno1224,51.80035529288264,58.00213956756477,40.6442434537464
Alumno1225,56.547888839476364,58.46584094709202,45.66125107569337
Alumno1226,63.96119462810049,64.31551871859853,60.861981954511606
Alumno1227,49.01623255315929,45.87614708067386,47.633108794522826
Alumno1228,47.086673811165205,41.863245127811574,46.46238417244325
Alumno1229,50.23850658132765,50.490098286932785,46.230073971718014
Alumno1230,63.9177664810344,72.07004814872155,70.02402930295932
Alumno1231,87.03795177382028,86.84795600801496,88.16129683321165
Alumno1232,74.58399605761169,64.43354843563203,73.32389148842216
Alumno1233,52.040579902000935,46.055605137985694,51.67196409824452
Alumno1234,96.25378454491887,96.8424572939724,93.70216110949718
Alumno1235,81.03998754899183,97.84770280626952,87.076263513279
Alumno1236,89.76712789134997,98.33164288966633,99.61087157073476
Alumno1237,97.41716442628893,89.27595317863025,92.86964840783038
Alumno1238,99.69949676028591,99.6486520664138,89.2894427225138
Alumno1239,88.15435624644167,81.25598138872961,91.55086796239503
Alumno1240,40.492843198872116,49.97850065056483,58.96131237326113
Alumno1241,85.77618279195016,96.54968491000865,86.96310441346482
Alumno1242,82.07214756873988,88.70203830068851,87.4195530558523
Alumno1243,88.04424127071773,84.32153607960755,89.70918380503889
Alumno1244,44.18024584832422,44.707623784617255,45.37464599222189
Alumno1245,40.23648136718002,40.79057637676391,47.03069893584023
Alumno1246,69.67262587819059,76.5888714842842,64.87815953927927
Alumno1247,50.21200863803661,55.834582960088795,52.673023748935925
Alumno1248,81.77617340145164,99.6695049612899,89.25112747416024
Alumno1249,75.50179080101856,62.52447192094661,64.5227137600243
Alumno1250,40.82939735897216,57.91522223234489,46.11818448049455
Alumno1251,63.937712538071935,74.20208405351478,70.21230041162761
Alumno1252,63.8412543322091,72.87121093315773,64.49456276709695
Alumno1253,47.733141676331,45.43644698501414,58.01720920137312
Alumno1254,90.99501107319179,97.10978707849075,92.70062960038126
Alumno1255,66.68648608255828,65.12782801114713,71.18962212678403
Alumno1256,86.55332206362354,80.69703349737918,84.61059839020587
Alumno1257,85.65098816961981,98.29805708547802,98.80734855781138
Alumno1258,53.644007958958234,46.842533587647246,50.569021548074225
Alumno1259,98.99712468447356,99.82584169574044,86.41392966080792
Alumno1260,94.32149091635208,86.37131867629603,87.19054529272192
Alumno1261,95.18572194362895,85.60869754678703,90.48100760904325
Alumno1262,48.38389395368296,59.7948801138092,47.151230702629164
Alumno1263,40.49855883287491,55.32174287901596,55.21846797090515
Alumno1264,64.01112463749357,72.77813867383342,78.36782268456703
Alumno1265,79.10383289338833,65.82800777276299,60.55841483297854
Alumno1266,44.13815401337157,42.93005423445886,45.771608631964625
Alumno1267,95.07456230603336,80.27489881356504,94.48956445975821
Alumno1268,91.87788524411899,91.70266609450475,95.91209426548599
Alumno1269,83.15424906765243,91.9203098090702,81.73912354216972
Alumno1270,61.76540007546357,79.6612222565498,64.17860404469339
Alumno1271,49.971601500588875,50.16082671283428,55.339845790260966
Alumno1272,67.59177272036202,69.78672728591918,67.52683570356459
Alumno1273,47.20748854372287,40.818136852728735,52.726709247997206
Alumno1274,99.6325454187431,99.57843366965241,92.30395295578984
Alumno1275,82.05919884271917,97.4369972870389,82.53857776909368
Alumno1276,99.64566496455976,92.1158260251031,83.38192983215026
Alumno1277,74.53457443279265,66.32872071832166,66.78410428136289
Alumno1278,56.70132990173292,52.46480654805692,50.787340301521525
Alumno1279,72.14449967081612,77.47089846743751,71.20495489695364
Alumno1280,90.60541428748648,94.89671397593904,92.92316790348053
Alumno1281,59.85720490971968,50.218041054775355,51.8268450674725
Alumno1282,40.35152910281379,49.870264167917526,58.07370148410098
Alumno1283,53.45808839273819,53.6559600840242,40.87529954486385
Alumno1284,91.92981389623834,92.21004364822626,97.63378132782762
Alumno1285,67.66209573449177,76.6747879981564,70.76931551078384
Alumno1286,69.00360251705202,67.50112156403263,66.35580310994149
Alumno1287,73.93871126684175,77.30772333450507,71.31948164662933
Alumno1288,57.943094640080545,44.78415655443378,45.396775731270324
Alumno1289,58.189006210873444,56.12475856561652,53.90277944338759
Alumno1290,60.3154748154671,64.62192209917727,65.04776276800075
Alumno1291,67.81876754245333,78.50687440962106,72.13169665203654
Alumno1292,70.90816884395309,77.04781819913023,64.46645510037075
Alumno1293,69.5161640539943,76.7954344720107,63.94977448455789
Alumno1294,59.13375042013786,53.10946573419048,54.44270225652833
Alumno1295,40.13099286378019,43.08379854846069,51.844249503154195
Alumno1296,90.7915155475161,87.71837824065786,92.09202623491193
Alumno1297,62.779407594384075,67.06062874767146,77.15997714438988
Alumno1298,46.19266188701769,46.070964058335164,40.13546817354302
Alumno1299,93.93673902345489,82.47093476990848,93.30846270664289
Alumno1300,74.58802236706715,74.38192426205104,66.68274585476641
Alumno1301,71.8135865164661,62.6822672946121,68.64809204442126
Alumno1302,82.96671349619712,89.07211865684475,81.05072293358741
Alumno1303,91.6540785690403,94.1461231970886,97.54134348476721
Alumno1304,43.771805037767336,44.47974653223464,49.81974004804171
Alumno1305,89.86848342376652,86.32316424446628,80.9516907279912
Alumno1306,88.42682736493313,89.58384937880447,90.797899113684
Alumno1307,92.14719172572211,87.54225871416543,96.79014561027074
Alumno1308,97.83544953036696,96.92833607903393,90.98252394434797
Alumno1309,46.29441926182416,44.92770556389337,40.226246132612275
Alumno1310,62.04508185128365,71.47659554633084,78.2618015884328
Alumno1311,87.27085167853417,88.6213947519986,89.88409282617762
Alumno1312,63.39137573969127,73.5948381895922,66.52964521816403
Alumno1313,73.64208702108233,76.9345048718229,65.71423237839629
Alumno1314,65.29450444849344,78.1840933259042,62.34106820896735
Alumno1315,75.65271978267799,62.02362481571405,79.38988566679222
Alumno1316,58.85880630660049,59.108005966551616,50.148089437654676
Alumno1317,76.58188819202124,70.87238306207568,68.32302401345507
Alumno1318,91.80639460131533,94.65936862497205,95.402894317955
Alumno1319,98.91993842162235,80.2763920060254,91.16155966406916
Alumno1320,52.26776444267995,47.453238837226124,58.42884124027516
Alumno1321,88.4414027642585,88.41513142039004,91.92322373018926
Alumno1322,71.50885689612497,74.40733657558619,78.18456447948957
Alumno1323,77.72931491689215,69.35754803698863,79.3888480503444
Alumno1324,68.17899690125843,78.29092519097381,60.71836694636828
Alumno1325,72.590097864371,69.32303296632875,75.20945457842386
Alumno1326,88.75618915442249,98.20293837045199,91.30918616625236
Alumno1327,45.938937875748294,40.378370196951934,51.83514091519767
Alumno1328,92.45103584455721,82.84510788882471,80.65772050938017
Alumno1329,63.951629876186104,74.86792723905626,76.1446349551401
Alumno1330,96.723871242618,84.98246863665875,97.81841180259858
Alumno1331,77.03977471579184,69.51484086937134,74.57347312115552
Alumno1332,76.64639063928307,61.03171710243722,62.22435003805134
Alumno1333,81.42689085440138,86.67377828119199,94.29239286203622
Alumno1334,74.5051899424382,74.85750159962461,66.72745652856045
Alumno1335,89.68588289843214,93.36434451897766,91.51365094730066
Alumno1336,64.79252978938294,71.2477997975337,67.37996063001586
Alumno1337,71.91854530307766,71.37655805831105,67.4858951826354
Alumno1338,69.15311710018182,62.606378434374164,68.68823236107448
Alumno1339,72.28865846227721,67.26110300918694,62.30901743877059
Alumno1340,40.49074880753514,51.43839175548659,48.91601757903361
Alumno1341,61.344458474517744,77.4762193843842,67.65086986584922
Alumno1342,52.482920830180376,58.339302133109896,54.3579554435801
Alumno1343,83.64844678519428,81.01969729003389,83.62607744295735
Alumno1344,95.04898829004708,93.47280602828305,96.16661551279297
Alumno1345,93.12065690156744,97.23981191773817,88.94904853116786
Alumno1346,77.82722164872615,70.25257939036878,64.61694896143077
Alumno1347,74.94215111872879,62.5745797874422,71.80656567740057
Alumno1348,48.709072957700066,42.337320194477655,52.69720480217824
Alumno1349,84.45354492398718,89.72097174222137,91.94294935200223
Alumno1350,40.61233470431713,44.61243139178921,59.932402563966534
Alumno1351,79.50371800829456,64.63161665557624,69.79576669148048
Alumno1352,99.99874376022284,89.88763247120754,92.88269866064933
Alumno1353,67.67067291113617,62.15891758752699,61.91070614968905
Alumno1354,61.963995585930085,74.4041620408581,65.60897240346367
Alumno1355,95.2276969402648,83.56558595365622,90.085065433634
Alumno1356,82.2562434497068,97.50624031830512,92.43088566232603
Alumno1357,94.2340517352568,94.0650384837654,93.7386013684774
Alumno1358,90.39739985129029,95.56804998825808,85.33750934475354
Alumno1359,40.341068384981654,44.96939785044966,50.772290857764595
Alumno1360,83.67970341168758,90.01933047982476,90.10659658381874
Alumno1361,60.48698637332016,78.55950489700963,64.14342766667399
Alumno1362,54.82803707960005,58.53600482233408,43.050806151282536
Alumno1363,69.87725078776711,74.15504426642462,78.22919408495426
Alumno1364,59.98046888172846,58.82926383144515,49.332436996933396
Alumno1365,43.7932000865359,49.97927256965552,56.24424711663954
Alumno1366,92.9881413448373,95.55041978778988,96.87138107339183
Alumno1367,73.34978268236696,60.54006699314027,65.71307302626907
Alumno1368,72.85185391681249,76.7846386465507,69.82359774320224
Alumno1369,50.894685002810874,54.934110254858304,51.244204156605676
Alumno1370,41.28763898278941,52.617204712644785,54.49439590242479
Alumno1371,74.74161011764974,65.97406229673297,62.568050223339725
Alumno1372,51.066372630121556,44.9105008402355,41.29064371302557
Alumno1373,43.06853758111759,59.8610706974313,59.84707142339376
Alumno1374,60.51321598586184,79.21484254743226,61.71515726393877
Alumno1375,65.89716471113105,75.89551671035711,72.91399781751954
Alumno1376,82.95275906587412,97.34701287146379,99.39478656820248
Alumno1377,41.31014940501353,54.248380278602326,41.63887352205887
Alumno1378,69.3652057126838,68.15237880527113,75.75833216618511
Alumno1379,73.14568561718048,68.32724588781947,66.61059982883535
Alumno1380,94.13449361087737,81.60533547787549,90.07619580563274
Alumno1381,85.84224346623624,93.42170325092395,98.14786547918465
Alumno1382,55.18468127996374,55.49244412226959,54.23134643892936
Alumno1383,72.39461395386132,79.48763804530729,73.8140472709835
Alumno1384,82.39179827820493,91.26463984105332,80.75316371032565
Alumno1385,66.3731739355118,79.73719241126585,71.05562530459083
Alumno1386,68.78456557897083,74.6580244067177,68.45313070811552
Alumno1387,84.37625596266956,80.02976138521177,85.7025088548521
Alumno1388,49.6344386073012,48.30181295040323,56.16691434273389
Alumno1389,65.20969819478083,69.4570021139231,74.46920369057986
Alumno1390,85.62371546855903,82.27079828851487,91.89641217350854
Alumno1391,72.63863535277754,73.86855420681135,60.07533516801024
Alumno1392,71.08240881143077,63.566119105918034,63.01837829086499
Alumno1393,47.23476087497697,53.383722243542984,55.875317178061664
Alumno1394,72.65640518767763,75.294573726108,77.79547677402036
Alumno1395,70.68563744389414,68.90937548807851,79.94836571178138
Alumno1396,86.39277265667862,96.66227666380126,97.75452092505057
Alumno1397,97.82022295309409,84.76945372460736,88.22673703480167
Alumno1398,92.98663144061592,80.69797534028416,88.32103027283152
Alumno1399,51.431598961681296,56.23269277267394,57.44844064383014
Alumno1400,43.96977994316292,55.30160152320724,56.979722226094665
Alumno1401,60.647398405603624,67.50605780576805,60.64793461775508
Alumno1402,74.22370525682669,71.36964447401957,78.88994116800778
Alumno1403,59.687279660402524,56.75963797976274,44.80336068301658
Alumno1404,72.96262527492219,71.06849813736254,71.72252123465005
Alumno1405,50.12095922347085,47.48573848644904,42.99152949042014
Alumno1406,74.97220517735158,75.99731185465355,61.64537170249268
Alumno1407,60.34944414740635,60.83838235511635,61.37425540816263
Alumno1408,97.49290494953374,98.24609165602672,98.48823206733456
Alumno1409,87.1981165662983,83.02414074679504,87.41242370329324
Alumno1410,45.128346054332525,47.99880109422623,54.0669980534884
Alumno1411,95.22136438107174,94.93877987979062,88.63215659918248
Alumno1412,97.1853543876086,85.88329440007907,80.26147549354721
Alumno1413,75.66354274084017,60.25642545211068,77.29061338558765
Alumno1414,54.46717591527427,43.971800826826936,46.49639992598851
Alumno1415,79.2703841846428,61.56293473092964,75.55920861511302
Alumno1416,56.287080556023575,44.14267018744501,47.985346335860115
Alumno1417,62.06213063953832,76.95703153817465,62.87054600537349
Alumno1418,73.62837898443135,78.04939545099477,67.12393659676339
Alumno1419,54.18004744253223,46.177117352322156,58.472880009998896
Alumno1420,75.49476943287596,73.7469192557157,75.91833239563432
Alumno1421,68.3390889966491,67.39137155570138,68.27817125222026
Alumno1422,51.35563939756463,47.47818044965304,49.24991152525294
Alumno1423,85.24582339144867,89.91394407435419,99.13102031401326
Alumno1424,87.60500504521312,85.83422798659286,91.9169757160636
Alumno1425,47.842054567901535,53.73383174278436,43.61729012770141
Alumno1426,85.91064191867906,89.50055555941117,91.27139899122562
Alumno1427,44.394879345196436,44.09018188947826,58.03932153893545
Alumno1428,97.08320040562963,92.19778687637987,93.76891891675409
Alumno1429,53.75068087919808,47.516626896027255,58.30887218688929
Alumno1430,86.83460362985515,90.94522838250141,82.42631958329596
Alumno1431,83.42258219558023,94.1034771161656,88.82524903121833
Alumno1432,72.68741743788918,65.7581775647163,77.0516888284296
Alumno1433,40.09621294060349,40.414799301261795,57.13714351345925
Alumno1434,59.54246340996062,51.00972994643894,40.304198996506685
Alumno1435,50.511231838441205,49.624278495027674,57.522774768537346
Alumno1436,40.646329625043506,55.668476259492586,55.17466985476845
Alumno1437,65.9899291835094,71.35847691771728,77.39035758503593
Alumno1438,88.56541496907042,91.69113044261336,90.84002772446338
Alumno1439,69.06480105974623,78.7962502885606,71.27934428914196
Alumno1440,62.59368250984891,66.58384509184125,74.28034674265302
Alumno1441,73.63835554733593,79.28492133756663,74.8645805886224
Alumno1442,80.72783379455127,83.73757465492318,84.00210338008984
Alumno1443,44.85502315499329,46.68598470163673,59.35222206251228
Alumno1444,43.0577304695168,53.62417019191304,48.87816094335062
Alumno1445,70.81728518259717,67.34205036528034,64.73185262177992
Alumno1446,90.86361854925498,92.45088277183588,98.9736457034864
Alumno1447,77.76451120195486,72.73176831081014,79.84428213638964
Alumno1448,99.10811895204881,81.3667176534198,84.46227104319459
Alumno1449,62.90419700551321,61.48106225436089,71.86150385511138
Alumno1450,93.03087786739235,85.44912547284241,94.38694194818682
Alumno1451,66.10715088965956,62.65263124283129,60.27844634249476
Alumno1452,45.995685036227805,54.22813329910453,57.54245330558086
Alumno1453,85.72955644617016,84.6695129801422,94.07397730832454
Alumno1454,65.28394121086006,70.67409096784229,62.34413337095483
Alumno1455,85.30726568865217,96.69251019240879,97.1865006066648
Alumno1456,58.2662113251569,55.76934767374303,54.767665877801846
Alumno1457,60.03962812944245,70.87850287766655,76.93383517069472
Alumno1458,58.53737700033475,55.28537206169787,52.617939002033125
Alumno1459,72.08123394895773,67.12253241306303,63.63670312268623
Alumno1460,94.1651089280623,86.31966365574557,87.47009019108155
Alumno1461,76.21438715061478,68.0597866761914,70.70637940274341
Alumno1462,81.98008693160016,85.33042162411522,82.12211821927956
Alumno1463,46.43645056991146,52.55862588041851,52.23562397621779
Alumno1464,48.81782186304402,48.22192000564399,42.58266771266324
Alumno1465,94.9898556732784,88.25542774105375,80.10161491674063
Alumno1466,60.22485696467862,70.32755869650276,75.92840098523415
Alumno1467,41.52071429898076,40.44452169486495,43.45971506827654
Alumno1468,95.66647733313897,82.02916574103266,83.6096630344721
Alumno1469,99.39473046226149,88.51413234804862,99.38860258458246
Alumno1470,82.90574735645022,85.23463973515746,88.09163819359442
Alumno1471,67.6384425447946,78.65874810812375,64.86205640162642
Alumno1472,69.39912896314921,60.22049560057264,76.37024966047609
Alumno1473,82.55700105522061,90.37057146142558,97.04656094566373
Alumno1474,54.478027996666825,57.075010613986834,44.24338097903755
Alumno1475,77.90893189318261,67.25843520105359,68.63720281119802
Alumno1476,49.2937167292903,49.52033802975414,54.96899699080617
Alumno1477,51.87863564666725,42.51491308730471,47.39311099405869
Alumno1478,48.4216358749698,40.97846473841497,57.121881492294314
Alumno1479,42.49519109201343,41.02312826371705,57.94703265704581
Alumno1480,68.53156222892902,69.85704657049911,76.51697915334495
Alumno1481,77.73639285275297,76.72398995734524,67.008430859538
Alumno1482,48.80195064275275,42.37195805794306,42.42618830522578
Alumno1483,99.39282841120348,95.27530408064955,85.97336726056648
Alumno1484,84.40548650911467,91.86866948870764,95.57987055832949
Alumno1485,75.43939550846177,64.51509923887403,79.65538823130888
Alumno1486,64.97696147649746,74.97745049770654,79.1675759642562
Alumno1487,91.72252517783556,83.2594603912385,87.53393631010387
Alumno1488,69.29697252397219,71.34067246293522,60.54631457850824
Alumno1489,88.13049737351444,82.8630398167152,91.28454893390557
Alumno1490,66.40629971145927,61.63920473547644,71.53219518933611
Alumno1491,85.98740780589094,93.88074029202483,90.46680478644093
Alumno1492,54.336831909736325,40.82646902131754,51.15992524439259
Alumno1493,78.08384654960835,64.99230907059766,76.4713062360053
Alumno1494,56.9164827111163,44.13651274866471,57.78104973105518
Alumno1495,97.86581896299485,96.57420566955305,82.66816672057384
Alumno1496,50.726257574332664,45.91988904478551,49.941473926320974
Alumno1497,73.3573289065647,69.47596937267443,74.53590426305344
Alumno1498,63.460316126683814,62.61206468898596,67.96796469823619
Alumno1499,64.7907462302424,62.144822592476196,72.19851561391647
Alumno1500,90.72562382925229,84.74170507704572,87.37744914873927
Alumno1501,44.98433468197096,52.79617167658588,46.140733229129246
Alumno1502,98.11265808184771,80.23393078266976,90.36929711077046
Alumno1503,47.03090495506382,57.45803141465339,56.266586585593885
Alumno1504,81.46636064880748,98.87523836345076,96.78680974646969
Alumno1505,87.46474650771464,91.35749661484336,95.33165849819017
Alumno1506,44.88125040552967,45.90329350897022,54.27866302985343
Alumno1507,96.66343141928292,87.3500313927637,91.55155996307211
Alumno1508,91.70560373593081,88.5580780309708,85.16164454917798
Alumno1509,60.546691702595986,64.90711203208573,60.41070817971554
Alumno1510,95.0883657525325,99.60821467456559,81.15786585150984
Alumno1511,87.61284211740565,82.99592562736404,90.17923062514993
Alumno1512,50.91465549161615,45.97584348509041,45.54039713223729
Alumno1513,69.53717561462211,62.70612814850882,74.07281419991949
Alumno1514,84.16932569403697,86.51935199694933,80.76061753176673
Alumno1515,65.77002716100684,62.29467919051927,63.4174205571721
Alumno1516,67.12534578489215,70.9358819658159,77.47788154414928
Alumno1517,53.44674188635931,52.51801067853427,58.859950876087524
Alumno1518,96.69045762058475,87.6478168930201,80.37887265163825
Alumno1519,64.32977660573665,60.0809305290917,66.98393943481177
Alumno1520,65.00103226834626,78.70682038465557,78.40907941344257
Alumno1521,44.72436220859695,55.719950628594816,40.813249537082285
Alumno1522,87.72334431240138,87.84695746156704,99.66595537434063
Alumno1523,67.36552985172628,68.05083937325995,69.94750377378432
Alumno1524,64.86082793720287,70.00428765941629,76.5860719744121
Alumno1525,55.79374533664483,44.22997303727796,54.88113620013906
Alumno1526,44.675846987802245,59.42647220403447,57.24498750867846
Alumno1527,94.30592520334895,90.78218427349728,80.95234763824223
Alumno1528,40.485507768144295,59.3142375620896,51.19502468237527
Alumno1529,51.504382140517244,43.28039047836354,46.81942536085081
Alumno1530,82.31056266691867,92.32124153819747,82.51887639989623
Alumno1531,52.997100695889515,46.86350974455012,49.35988206787598
Alumno1532,51.86371703168491,44.155339100393796,53.31091953652732
Alumno1533,77.99654095508883,75.42894356072742,69.190105699756
Alumno1534,98.5486722633415,97.92161304912544,93.93249229377972
Alumno1535,85.20138079229521,90.03586735699338,90.77594423598075
Alumno1536,82.62534108371146,83.15068998231382,94.45960941759328
Alumno1537,98.92109330012079,88.43910166366916,90.2674146614205
Alumno1538,72.74847986642826,67.3796898236697,61.149624888276925
Alumno1539,86.02719115687327,84.63908933899899,91.34632643631136
Alumno1540,42.233350218017364,46.04189345432877,42.26175843499405
Alumno1541,97.72429678372555,96.29878813714697,97.76056779137033
Alumno1542,53.34559629164433,51.51117567961,42.83484876644239
Alumno1543,56.49807299278181,45.10312562732314,41.73835867430471
Alumno1544,76.75238416028802,60.51119926487106,64.8539580342398
Alumno1545,49.49849708982684,44.44452113771097,59.04732960282849
Alumno1546,77.24037667381901,71.22939056910312,72.77667374817962
Alumno1547,57.08541515829097,42.99991728034508,41.63797983121383
Alumno1548,91.9062545897526,90.1634462890307,89.07012704403294
Alumno1549,46.48124194426478,54.28287537544039,44.320432426927006
Alumno1550,71.902581706372,64.82970298427955,78.9499296029616
Alumno1551,64.20477147267852,70.02952069781608,70.25342538773315
Alumno1552,73.7556980364796,67.96988368618169,63.79118823291753
Alumno1553,58.12780037555568,47.85619300134047,41.291155709305315
Alumno1554,80.34684692415723,80.07300107746774,84.33210327700961
Alumno1555,69.63930276471034,67.88643356641619,71.41126346049933
Alumno1556,65.3777310456896,60.70424397468312,79.01277370832673
Alumno1557,97.39861882848983,89.1504783835101,98.67106627437326
Alumno1558,97.8186936320144,83.27702064616834,97.76093842148617
Alumno1559,72.59513701538158,79.24510715791035,63.76985991745285
Alumno1560,57.626938670607515,45.91901368696098,57.32013475506534
Alumno1561,98.25347793078873,96.0605705457658,95.01404154253129
Alumno1562,68.03276112761571,61.137657379599496,69.2212551873437
Alumno1563,45.73368115483859,48.920003160230415,51.90327017904434
Alumno1564,54.749768724940445,59.4961391864454,40.01786787723645
Alumno1565,86.87394673959541,86.72964118646942,93.78992865547997
Alumno1566,71.89543321102158,67.71313055689325,73.74178668338368
Alumno1567,69.20453868816105,74.7015398617939,60.32894654658536
Alumno1568,73.63877884075671,72.21345022885413,66.5888120604519
Alumno1569,94.87930984957119,95.04384835526471,99.67394373471532
Alumno1570,65.06276600711271,65.37207505168753,72.092061238638
Alumno1571,89.10795783158122,96.45199409446477,91.73927788645213
Alumno1572,88.97849864747873,95.20660009472869,96.64588271702587
Alumno1573,70.41058276110329,61.02902642080803,64.45286034156726
Alumno1574,90.39404813087579,90.65804291114567,95.53436645655317
Alumno1575,85.35280438133168,98.31214690845161,86.17102076585655
Alumno1576,61.169783733799306,74.84168462924555,61.18309437454599
Alumno1577,93.92455227736389,88.52422379931767,98.42928438376497
Alumno1578,42.94136587569928,46.0137153685805,42.78093106569588
Alumno1579,99.08349291044863,87.3495571895039,96.59638571425235
Alumno1580,82.60161730920301,90.55445846655957,83.29887773357633
Alumno1581,56.91766109200966,43.229558706399125,41.50431013659505
Alumno1582,60.25610795345934,79.724604003242,78.60146823129901
Alumno1583,76.83033422570325,77.41961755495966,62.98260724954713
Alumno1584,67.22152274268508,64.67639741937961,60.68593884576144
Alumno1585,84.91747186357429,87.7764960731053,93.25622137794016
Alumno1586,96.25736211988892,83.82184873916557,91.75850462754616
Alumno1587,83.45678784319864,94.09590949734321,88.96162304195487
Alumno1588,58.06086271240078,56.301606804605186,48.038037394187
Alumno1589,43.64302981914244,57.160913336772936,40.05739131097514
Alumno1590,89.44615255208919,86.61877694495519,83.6379572104499
Alumno1591,98.61704438392032,94.98363495284616,98.41473446488743
Alumno1592,98.5344895387382,99.96876324033862,88.07841553924246
Alumno1593,59.86158679219813,42.87151947521258,45.083604756382215
Alumno1594,91.33702420182001,88.41689327153671,87.59522349747134
Alumno1595,49.96600498870423,54.188072022211514,59.14840722415072
Alumno1596,69.64238744157942,72.57612978898709,70.65022773592091
Alumno1597,67.01625866781188,70.81947646817932,69.65245107101312
Alumno1598,67.80876247741689,63.17964060862204,64.31122304903137
Alumno1599,89.93390805266105,84.29803181996645,93.02198209089364
Alumno1600,46.55125489979321,43.86661567518681,50.37743523199612
Alumno1601,98.80372581749684,81.5454618220766,91.19463819789259
Alumno1602,80.5632388845521,93.18432580142182,82.19198581167488
Alumno1603,60.20550473522688,69.14612319270731,69.37686872901983
Alumno1604,47.27048148162549,53.667030202795246,50.25019810726748
Alumno1605,79.90559099725503,63.88365335742419,65.15203049670174
Alumno1606,77.01878874949226,72.00780303711267,67.10205092145344
Alumno1607,60.230519820940934,60.00272913917531,64.947405696705
Alumno1608,55.89982884844755,42.80075590399583,50.16266348247443
Alumno1609,75.68196727868111,63.49325606435483,63.9208617955868
Alumno1610,47.10501725672563,53.91770423952614,49.88843436891814
Alumno1611,50.58483191644754,54.53986054202435,59.164936151687925
Alumno1612,89.99839301142721,87.27366710798213,90.06452291990155
Alumno1613,40.87346063314051,45.19233752203134,56.27809141281472
Alumno1614,80.73089015772243,81.03224875866452,87.56702696064208
Alumno1615,94.74731125819277,91.61948378931135,80.0521964831431
Alumno1616,80.26061571499879,89.049775852925,85.629319867775
Alumno1617,88.51283764583624,99.28383003179005,89.9675262709656
Alumno1618,95.98260887055724,82.01517332036674,83.24845230266612
Alumno1619,84.4994006830651,83.20562722737014,89.51107218243946
Alumno1620,42.94000407663405,43.70477031999723,54.72442743564257
Alumno1621,80.99855773978362,93.58901769467309,89.8692289094393
Alumno1622,72.37649474613642,76.63279213633616,65.7754703453253
Alumno1623,79.6088591637428,72.22996106366526,75.21417685998338
Alumno1624,71.73252803569024,64.23277314913888,73.11503944710037
Alumno1625,50.115223242607605,58.61499320881079,53.51920316194748
Alumno1626,45.601024316695884,41.81729126159737,55.070444900897385
Alumno1627,95.90498302529645,84.54665145733652,94.89316864971308
Alumno1628,89.50609027440477,97.66601972737921,93.72675470100208
Alumno1629,42.183267932246714,50.90318480575482,44.37844969414475
Alumno1630,75.6339187593606,70.43337471514006,63.90356427207437
Alumno1631,80.87845663633809,90.19969700946488,97.39952514763586
Alumno1632,87.80183216298053,98.23498185753158,98.35065598598895
Alumno1633,81.6750494529656,94.37976557619832,89.40605424546665
Alumno1634,82.78104743707165,88.09353551176974,86.94324147624917
Alumno1635,82.14523938055561,98.75843171632994,84.94271161786506
Alumno1636,68.03338863595623,70.55259370174433,71.63284104843895
Alumno1637,81.09472988549408,99.7797313091844,85.14297038500784
Alumno1638,83.75678660500063,99.53100644465324,93.23129882362261
Alumno1639,89.91357110305111,97.39411354099572,80.38311911873173
Alumno1640,88.54578358147516,88.50766393916365,84.86809950594397
Alumno1641,70.54131860128638,60.68177620079628,69.55716742828182
Alumno1642,68.65296968967739,74.68993132513899,71.94650857135701
Alumno1643,89.9858346145931,93.27002034275881,95.25753106682241
Alumno1644,68.92951474258281,73.17391589491818,78.78104502608858
Alumno1645,54.69372380272996,52.80697176534117,53.252652332162796
Alumno1646,98.36452387577216,92.29504803415524,81.43024436960772
Alumno1647,94.06663163777603,85.2773038564201,90.37663260081885
Alumno1648,75.54050365251175,75.59046518997813,74.41893098916393
Alumno1649,65.78723271228046,67.54398690918238,60.7794676100992
Alumno1650,76.50515206439508,74.52998304563663,73.28248780474689
Alumno1651,43.15448927019529,55.300098903927335,50.88286873694185
Alumno1652,63.135732707076805,60.57911252218543,67.59310631188642
Alumno1653,60.92307751575195,64.93712023900936,69.8218424008414
Alumno1654,56.846426482360954,59.6346554120762,42.30515990056537
Alumno1655,68.38327882674852,64.78847501757257,62.295355562300564
Alumno1656,98.6464026106581,85.74278001410792,93.64223172324397
Alumno1657,61.13991316263953,63.25840780058971,61.03869041499874
Alumno1658,85.53071189448644,81.93449711297785,82.74892630032419
Alumno1659,59.37220156439118,59.624426622531175,55.77215105340045
Alumno1660,83.1269813001509,82.04679263381296,99.03793415851251
Alumno1661,41.85067842666755,42.007034015436176,48.50691767879246
Alumno1662,43.9976626956717,46.348568455897954,51.40690156150928
